dataset_dir,parquet_files,cik_partitions,total_rows_est,sample_files_read,sample_rows,end_min_sample,end_max_sample,end_missing_rate_sample,val_missing_rate_sample,top_concepts_sample,forms_sample,units_sample,taxonomy_sample
data\processed\companyfacts_long,15866,15866,116136505,200,3058816,1976-03-31 00:00:00,2201-08-31 00:00:00,0.0,0.0,"{'NetIncomeLoss': 33861, 'EarningsPerShareBasic': 29600, 'EarningsPerShareDiluted': 29478, 'IncomeTaxExpenseBenefit': 26824, 'CashAndCashEquivalentsAtCarryingValue': 25537, 'WeightedAverageNumberOfSharesOutstandingBasic': 23917, 'WeightedAverageNumberOfDilutedSharesOutstanding': 23496, 'OperatingIncomeLoss': 23484, 'StockholdersEquity': 22300, 'ComprehensiveIncomeNetOfTax': 19375, 'InterestExpense': 18390, 'Assets': 18317, 'RetainedEarningsAccumulatedDeficit': 17217, 'LiabilitiesAndStockholdersEquity': 17194, 'SellingGeneralAndAdministrativeExpense': 16682, 'NetCashProvidedByUsedInFinancingActivities': 16209, 'GrossProfit': 16204, 'NetCashProvidedByUsedInOperatingActivities': 16146, 'AccumulatedOtherComprehensiveIncomeLossNetOfTax': 16125, 'NetCashProvidedByUsedInInvestingActivities': 16012, 'PropertyPlantAndEquipmentNet': 15609, 'Revenues': 15131, 'CommonStockValue': 14813, 'StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest': 14419, 'LiabilitiesCurrent': 14281, 'AssetsCurrent': 14270, 'IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments': 14197, 'ShareBasedCompensation': 13920, 'CommonStockSharesAuthorized': 13851, 'IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest': 13836}","{'10-Q': 1891815, '10-K': 1062016, '10-K/A': 28261, '8-K': 24893, '10-Q/A': 24770, '6-K': 10557, '20-F': 10240, '40-F': 2971, '10-KT': 1046, '10-KT/A': 774, '40-F/A': 635, '10-QT': 462, '8-K/A': 376}","{'USD': 2626460, 'shares': 175050, 'USD/shares': 150810, 'pure': 63838, 'CAD': 24146, 'JPY': 8035, 'segment': 2173, 'Segment': 1107, 'CAD/shares': 832, 'security': 410, 'EUR': 280, 'Rate': 257, 'Y': 257, 'item': 238, 'JPY/shares': 233, 'loan': 218, 'MBbls': 216, 'case': 215, 'segments': 187, 'securities': 184}",{'us-gaap': 3058816}
